taxon,genus,subtribe,tribe,subfamily,family,superfamily,order,class,taxon1,taxon2,rand.type,polyphyly.scheme,use.paraphyletic,use.singleton,respect.mono,use.stem,respect.para,clump.puts,prob,keep.tip,MDCC,MDCC.rank
Lotus_pedunculatus,Lotus,,Loteae,Papilionoideae,Fabaceae,,Fabales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Lotus_tetraphyllus,Lotus,,Loteae,Papilionoideae,Fabaceae,,Fabales,Magnoliopsida,,,,,,,,,,,,1,Lotus,genus
Ludwigia_palustris,Ludwigia,,,Ludwigioideae,Onagraceae,,Myrtales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Lunaria_rediviva,Lunaria,,Biscutelleae,,Brassicaceae,,Brassicales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Lupinus_angustifolius,Lupinus,,Genisteae,Papilionoideae,Fabaceae,,Fabales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Lupinus_cosentinii,Lupinus,,Genisteae,Papilionoideae,Fabaceae,,Fabales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Lupinus_gredensis,Lupinus,,Genisteae,Papilionoideae,Fabaceae,,Fabales,Magnoliopsida,,,,,,,,,,,,1,Lupinus,genus
Lupinus_hispanicus,Lupinus,,Genisteae,Papilionoideae,Fabaceae,,Fabales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Lupinus_luteus,Lupinus,,Genisteae,Papilionoideae,Fabaceae,,Fabales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Lupinus_mariae-josephi,Lupinus,,Genisteae,Papilionoideae,Fabaceae,,Fabales,Magnoliopsida,,,,,,,,,,,,1,Lupinus,genus
Lupinus_micranthus,Lupinus,,Genisteae,Papilionoideae,Fabaceae,,Fabales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Luronium_natans,Luronium,,,,Alismataceae,,Alismatales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Luzula_alpina,Luzula,,,,Juncaceae,,Poales,Magnoliopsida,,,,,,,,,,,,1,Luzula,genus
Luzula_alpino-pilosa_ssp._alpino-pilosa,Luzula,,,,Juncaceae,,Poales,Magnoliopsida,,,,,,,,,,,,1,Luzula,genus
Luzula_caespitosa,Luzula,,,,Juncaceae,,Poales,Magnoliopsida,,,,,,,,,,,,1,Luzula,genus
Luzula_campestris,Luzula,,,,Juncaceae,,Poales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Luzula_congesta,Luzula,,,,Juncaceae,,Poales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Luzula_desvauxii,Luzula,,,,Juncaceae,,Poales,Magnoliopsida,,,,,,,,,,,,1,Luzula,genus
Luzula_forsteri_ssp._forsteri,Luzula,,,,Juncaceae,,Poales,Magnoliopsida,,,,,,,,,,,,1,Luzula,genus
Luzula_lactea,Luzula,,,,Juncaceae,,Poales,Magnoliopsida,,,,,,,,,,,,1,Luzula,genus
Luzula_lutea,Luzula,,,,Juncaceae,,Poales,Magnoliopsida,,,,,,,,,,,,1,Luzula,genus
Luzula_luzulina,Luzula,,,,Juncaceae,,Poales,Magnoliopsida,,,,,,,,,,,,1,Luzula,genus
Luzula_luzuloides,Luzula,,,,Juncaceae,,Poales,Magnoliopsida,,,,,,,,,,,,1,Luzula,genus
Luzula_multiflora_ssp._monticola,Luzula,,,,Juncaceae,,Poales,Magnoliopsida,,,,,,,,,,,,1,Luzula,genus
Luzula_multiflora_ssp._multiflora,Luzula,,,,Juncaceae,,Poales,Magnoliopsida,,,,,,,,,,,,1,Luzula,genus
Luzula_nivea,Luzula,,,,Juncaceae,,Poales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Luzula_pediformis,Luzula,,,,Juncaceae,,Poales,Magnoliopsida,,,,,,,,,,,,1,Luzula,genus
Luzula_pilosa,Luzula,,,,Juncaceae,,Poales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Luzula_spicata,Luzula,,,,Juncaceae,,Poales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Luzula_sudetica,Luzula,,,,Juncaceae,,Poales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Luzula_sylvatica_ssp._sylvatica,Luzula,,,,Juncaceae,,Poales,Magnoliopsida,,,,,,,,,,,,1,Luzula,genus
Silene_suecica,Silene,,Sileneae,,Caryophyllaceae,,Caryophyllales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Silene_flos-cuculi,Silene,,Sileneae,,Caryophyllaceae,,Caryophyllales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Lycium_europaeum,Lycium,,Lycieae,Solanoideae,Solanaceae,,Solanales,Magnoliopsida,,,,,,,,,,,,1,Lycium,genus
Lycium_intricatum,Lycium,,Lycieae,Solanoideae,Solanaceae,,Solanales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Lycocarpus_fugax,Lycocarpus,,Sisymbrieae,,Brassicaceae,,Brassicales,Magnoliopsida,,,,,,,,,,,,1,Sisymbrieae,tribe
Lycopodiella_inundata,Lycopodiella,,,Lycopodielloideae,Lycopodiaceae,,Lycopodiales,Lycopodiopsida,,,,,,,,,,,,1,Tip,Tip
Lycopodium_alpinum,Lycopodium,,,Lycopodioideae,Lycopodiaceae,,Lycopodiales,Lycopodiopsida,,,,,,,,,,,,1,Lycopodium,genus
Lycopodium_clavatum,Lycopodium,,,Lycopodioideae,Lycopodiaceae,,Lycopodiales,Lycopodiopsida,,,,,,,,,,,,1,Tip,Tip
Anchusa_arvensis,Anchusa,Boragininae,Boragineae,Boraginoideae,Boraginaceae,,Boraginales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Anchusa_arvensis_ssp._orientalis,Anchusa,Boragininae,Boragineae,Boraginoideae,Boraginaceae,,Boraginales,Magnoliopsida,,,,,,,,,,,,1,Anchusa,genus
Lycopus_europaeus,Lycopus,Lycopinae,Mentheae,Nepetoideae,Lamiaceae,,Lamiales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Lygeum_spartum,Lygeum,,Lygeeae,Pooideae,Poaceae,,Poales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Lysimachia_ephemerum,Lysimachia,,,,Primulaceae,,Ericales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Lysimachia_minoricensis,Lysimachia,,,,Primulaceae,,Ericales,Magnoliopsida,,,,,,,,,,,,1,Lysimachia,genus
Lysimachia_nemorum,Lysimachia,,,,Primulaceae,,Ericales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Lysimachia_vulgaris,Lysimachia,,,,Primulaceae,,Ericales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Lythrum_acutangulum,Lythrum,,,,Lythraceae,,Myrtales,Magnoliopsida,,,,,,,,,,,,1,Lythrum,genus
Lythrum_baeticum,Lythrum,,,,Lythraceae,,Myrtales,Magnoliopsida,,,,,,,,,,,,1,Lythrum,genus
Lythrum_borysthenicum,Lythrum,,,,Lythraceae,,Myrtales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Lythrum_flexuosum,Lythrum,,,,Lythraceae,,Myrtales,Magnoliopsida,,,,,,,,,,,,1,Lythrum,genus
Lythrum_hyssopifolia,Lythrum,,,,Lythraceae,,Myrtales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Lythrum_junceum,Lythrum,,,,Lythraceae,,Myrtales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Lythrum_portula,Lythrum,,,,Lythraceae,,Myrtales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Lythrum_salicaria,Lythrum,,,,Lythraceae,,Myrtales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Lythrum_thymifolia,Lythrum,,,,Lythraceae,,Myrtales,Magnoliopsida,,,,,,,,,,,,1,Lythrum,genus
Lythrum_tribracteatum,Lythrum,,,,Lythraceae,,Myrtales,Magnoliopsida,,,,,,,,,,,,1,Lythrum,genus
Macrosyringion_longiflorum,Macrosyringion,,Rhinantheae,,Orobanchaceae,,Lamiales,Magnoliopsida,,,,,,,,,,,,1,Macrosyringion,genus
Magydaris_panacifolia,Magydaris,,,Apioideae,Apiaceae,,Apiales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Magydaris_pastinacea,Magydaris,,,Apioideae,Apiaceae,,Apiales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Maianthemum_bifolium,Maianthemum,,,Nolinoideae,Asparagaceae,,Asparagales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Malcolmia_africana,Malcolmia,,Anastaticeae,,Brassicaceae,,Brassicales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Malcolmia_littorea,Malcolmia,,Anastaticeae,,Brassicaceae,,Brassicales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Malcolmia_ramosissima,Malcolmia,,Anastaticeae,,Brassicaceae,,Brassicales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Malcolmia_triloba,Malcolmia,,Anastaticeae,,Brassicaceae,,Brassicales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Malope_malacoides,Malope,,,Malvoideae,Malvaceae,,Malvales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Malus_sylvestris,Malus,,Maleae,Amygdaloideae,Rosaceae,,Rosales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Malva_aegyptia,Malva,,,Malvoideae,Malvaceae,,Malvales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Malva_alcea,Malva,,,Malvoideae,Malvaceae,,Malvales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Malva_cretica_ssp._althaeoides,Malva,,,Malvoideae,Malvaceae,,Malvales,Magnoliopsida,,,,,,,,,,,,1,Malva,genus
Malva_cretica,Malva,,,Malvoideae,Malvaceae,,Malvales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Malva_hispanica,Malva,,,Malvoideae,Malvaceae,,Malvales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Malva_moschata,Malva,,,Malvoideae,Malvaceae,,Malvales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Malva_neglecta,Malva,,,Malvoideae,Malvaceae,,Malvales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Malva_nicaeensis,Malva,,,Malvoideae,Malvaceae,,Malvales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Malva_parviflora,Malva,,,Malvoideae,Malvaceae,,Malvales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Malva_sylvestris,Malva,,,Malvoideae,Malvaceae,,Malvales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Malva_tournefortiana,Malva,,,Malvoideae,Malvaceae,,Malvales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Malva_stipulacea,Malva,,,Malvoideae,Malvaceae,,Malvales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Malvella_sherardiana,Malvella,,,Malvoideae,Malvaceae,,Malvales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Mandragora_autumnalis,Mandragora,,Mandragoreae,Solanoideae,Solanaceae,,Solanales,Magnoliopsida,,,,,,,,,,,,1,Mandragora,genus
Mantisalca_cabezudoi,Mantisalca,Centaureinae,Cardueae,Carduoideae,Asteraceae,,Asterales,Magnoliopsida,,,,,,,,,,,,1,Mantisalca,genus
Mantisalca_duriaei,Mantisalca,Centaureinae,Cardueae,Carduoideae,Asteraceae,,Asterales,Magnoliopsida,,,,,,,,,,,,1,Mantisalca,genus
Mantisalca_salmantica,Mantisalca,Centaureinae,Cardueae,Carduoideae,Asteraceae,,Asterales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Mantisalca_spinulosa,Mantisalca,Centaureinae,Cardueae,Carduoideae,Asteraceae,,Asterales,Magnoliopsida,,,,,,,,,,,,1,Mantisalca,genus
Maresia_nana,Maresia,,Anastaticeae,,Brassicaceae,,Brassicales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Margotia_gummifera,Margotia,,,,Apiaceae,,Apiales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Marrubium_alysson,Marrubium,,Marrubieae,Lamioideae,Lamiaceae,,Lamiales,Magnoliopsida,,,,,,,,,,,,1,Marrubium,genus
Marrubium_supinum,Marrubium,,Marrubieae,Lamioideae,Lamiaceae,,Lamiales,Magnoliopsida,,,,,,,,,,,,1,Marrubium,genus
Marrubium_vulgare,Marrubium,,Marrubieae,Lamioideae,Lamiaceae,,Lamiales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Marsilea_batardae,Marsilea,,,,Marsileaceae,,Salviniales,Polypodiopsida,,,,,,,,,,,,1,Marsilea,genus
Marsilea_quadrifolia,Marsilea,,,,Marsileaceae,,Salviniales,Polypodiopsida,,,,,,,,,,,,1,Tip,Tip
Marsilea_strigosa,Marsilea,,,,Marsileaceae,,Salviniales,Polypodiopsida,,,,,,,,,,,,1,Marsilea,genus
Matricaria_aurea,Matricaria,Matricariinae,Anthemideae,Asteroideae,Asteraceae,,Asterales,Magnoliopsida,,,,,,,,,,,,1,Matricaria,genus
Matricaria_chamomilla,Matricaria,Matricariinae,Anthemideae,Asteroideae,Asteraceae,,Asterales,Magnoliopsida,,,,,,,,,,,,1,Matricaria,genus
Matthiola_fruticulosa,Matthiola,,Anchonieae,,Brassicaceae,,Brassicales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Matthiola_fruticulosa_ssp._valesiaca,Matthiola,,Anchonieae,,Brassicaceae,,Brassicales,Magnoliopsida,,,,,,,,,,,,1,Matthiola,genus
Matthiola_lunata,Matthiola,,Anchonieae,,Brassicaceae,,Brassicales,Magnoliopsida,,,,,,,,,,,,1,Matthiola,genus
Matthiola_parviflora,Matthiola,,Anchonieae,,Brassicaceae,,Brassicales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Matthiola_perennis,Matthiola,,Anchonieae,,Brassicaceae,,Brassicales,Magnoliopsida,,,,,,,,,,,,1,Matthiola,genus
Matthiola_sinuata,Matthiola,,Anchonieae,,Brassicaceae,,Brassicales,Magnoliopsida,,,,,,,,,,,,1,Matthiola,genus
Matthiola_tricuspidata,Matthiola,,Anchonieae,,Brassicaceae,,Brassicales,Magnoliopsida,,,,,,,,,,,,1,Matthiola,genus
Mauranthemum_decipiens,Mauranthemum,Leucantheminae,Anthemideae,Asteroideae,Asteraceae,,Asterales,Magnoliopsida,,,,,,,,,,,,1,Leucantheminae,subtribe
Mauranthemum_paludosum_ssp._ebusitanum,Mauranthemum,Leucantheminae,Anthemideae,Asteroideae,Asteraceae,,Asterales,Magnoliopsida,,,,,,,,,,,,1,Leucantheminae,subtribe
Mauranthemum_paludosum_ssp._paludosum,Mauranthemum,Leucantheminae,Anthemideae,Asteroideae,Asteraceae,,Asterales,Magnoliopsida,,,,,,,,,,,,1,Leucantheminae,subtribe
Gymnosporia_senegalensis,Gymnosporia,,,,Celastraceae,,Celastrales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Papaver_cambricum,Papaver,,,Papaveroideae,Papaveraceae,,Ranunculales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Medicago_arabica,Medicago,,Trifolieae,Papilionoideae,Fabaceae,,Fabales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Medicago_arborea,Medicago,,Trifolieae,Papilionoideae,Fabaceae,,Fabales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Medicago_coronata,Medicago,,Trifolieae,Papilionoideae,Fabaceae,,Fabales,Magnoliopsida,,,,,,,,,,,,1,Medicago,genus
Medicago_disciformis,Medicago,,Trifolieae,Papilionoideae,Fabaceae,,Fabales,Magnoliopsida,,,,,,,,,,,,1,Medicago,genus
Medicago_doliata,Medicago,,Trifolieae,Papilionoideae,Fabaceae,,Fabales,Magnoliopsida,,,,,,,,,,,,1,Medicago,genus
Medicago_hybrida,Medicago,,Trifolieae,Papilionoideae,Fabaceae,,Fabales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Medicago_intertexta,Medicago,,Trifolieae,Papilionoideae,Fabaceae,,Fabales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Medicago_tornata,Medicago,,Trifolieae,Papilionoideae,Fabaceae,,Fabales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Medicago_laciniata,Medicago,,Trifolieae,Papilionoideae,Fabaceae,,Fabales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Medicago_murex_ssp._lesinsii,Medicago,,Trifolieae,Papilionoideae,Fabaceae,,Fabales,Magnoliopsida,,,,,,,,,,,,1,Medicago,genus
Medicago_littoralis,Medicago,,Trifolieae,Papilionoideae,Fabaceae,,Fabales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Medicago_lupulina,Medicago,,Trifolieae,Papilionoideae,Fabaceae,,Fabales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Medicago_marina,Medicago,,Trifolieae,Papilionoideae,Fabaceae,,Fabales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Medicago_minima,Medicago,,Trifolieae,Papilionoideae,Fabaceae,,Fabales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Medicago_murex,Medicago,,Trifolieae,Papilionoideae,Fabaceae,,Fabales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Medicago_orbicularis,Medicago,,Trifolieae,Papilionoideae,Fabaceae,,Fabales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Medicago_polymorpha,Medicago,,Trifolieae,Papilionoideae,Fabaceae,,Fabales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Medicago_praecox,Medicago,,Trifolieae,Papilionoideae,Fabaceae,,Fabales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Medicago_rigidula,Medicago,,Trifolieae,Papilionoideae,Fabaceae,,Fabales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Medicago_scutellata,Medicago,,Trifolieae,Papilionoideae,Fabaceae,,Fabales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Medicago_secundiflora,Medicago,,Trifolieae,Papilionoideae,Fabaceae,,Fabales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Medicago_suffruticosa,Medicago,,Trifolieae,Papilionoideae,Fabaceae,,Fabales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Medicago_truncatula,Medicago,,Trifolieae,Papilionoideae,Fabaceae,,Fabales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Medicago_turbinata,Medicago,,Trifolieae,Papilionoideae,Fabaceae,,Fabales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Melampyrum_cristatum,Melampyrum,,Rhinantheae,,Orobanchaceae,,Lamiales,Magnoliopsida,,,,,,,,,,,,1,Melampyrum,genus
Melampyrum_nemorosum_ssp._catalaunicum,Melampyrum,,Rhinantheae,,Orobanchaceae,,Lamiales,Magnoliopsida,,,,,,,,,,,,1,Melampyrum,genus
Melampyrum_pratense_ssp._latifolium,Melampyrum,,Rhinantheae,,Orobanchaceae,,Lamiales,Magnoliopsida,,,,,,,,,,,,1,Melampyrum,genus
Melampyrum_pratense_ssp._pratense,Melampyrum,,Rhinantheae,,Orobanchaceae,,Lamiales,Magnoliopsida,,,,,,,,,,,,1,Melampyrum,genus
Melampyrum_sylvaticum_ssp._sylvaticum,Melampyrum,,Rhinantheae,,Orobanchaceae,,Lamiales,Magnoliopsida,,,,,,,,,,,,1,Melampyrum,genus
Melica_amethystina,Melica,,Meliceae,Pooideae,Poaceae,,Poales,Magnoliopsida,,,,,,,,,,,,1,Melica,genus
Melica_bocquetii,Melica,,Meliceae,Pooideae,Poaceae,,Poales,Magnoliopsida,,,,,,,,,,,,1,Melica,genus
Melica_ciliata,Melica,,Meliceae,Pooideae,Poaceae,,Poales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Melica_humilis,Melica,,Meliceae,Pooideae,Poaceae,,Poales,Magnoliopsida,,,,,,,,,,,,1,Melica,genus
Melica_minuta,Melica,,Meliceae,Pooideae,Poaceae,,Poales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Melica_nutans,Melica,,Meliceae,Pooideae,Poaceae,,Poales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Melica_uniflora,Melica,,Meliceae,Pooideae,Poaceae,,Poales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Melilotus_albus,Melilotus,,Trifolieae,Papilionoideae,Fabaceae,,Fabales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Melilotus_altissimus,Melilotus,,Trifolieae,Papilionoideae,Fabaceae,,Fabales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Melilotus_elegans,Melilotus,,Trifolieae,Papilionoideae,Fabaceae,,Fabales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Melilotus_indicus,Melilotus,,Trifolieae,Papilionoideae,Fabaceae,,Fabales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Melilotus_infestus,Melilotus,,Trifolieae,Papilionoideae,Fabaceae,,Fabales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Melilotus_italicus,Melilotus,,Trifolieae,Papilionoideae,Fabaceae,,Fabales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Melilotus_officinalis,Melilotus,,Trifolieae,Papilionoideae,Fabaceae,,Fabales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Melilotus_segetalis,Melilotus,,Trifolieae,Papilionoideae,Fabaceae,,Fabales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Melilotus_siculus,Melilotus,,Trifolieae,Papilionoideae,Fabaceae,,Fabales,Magnoliopsida,,,,,,,,,,,,1,Melilotus,genus
Melilotus_speciosus,Melilotus,,Trifolieae,Papilionoideae,Fabaceae,,Fabales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Melilotus_neapolitanus,Melilotus,,Trifolieae,Papilionoideae,Fabaceae,,Fabales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Melilotus_sulcatus,Melilotus,,Trifolieae,Papilionoideae,Fabaceae,,Fabales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Melissa_officinalis,Melissa,Salviinae,Mentheae,Nepetoideae,Lamiaceae,,Lamiales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Melittis_melissophyllum,Melittis,,Stachydeae,Lamioideae,Lamiaceae,,Lamiales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Mentha_aquatica,Mentha,Menthinae,Mentheae,Nepetoideae,Lamiaceae,,Lamiales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Mentha_arvensis,Mentha,Menthinae,Mentheae,Nepetoideae,Lamiaceae,,Lamiales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Mentha_cervina,Mentha,Menthinae,Mentheae,Nepetoideae,Lamiaceae,,Lamiales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Mentha_longifolia,Mentha,Menthinae,Mentheae,Nepetoideae,Lamiaceae,,Lamiales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Mentha_pulegium,Mentha,Menthinae,Mentheae,Nepetoideae,Lamiaceae,,Lamiales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Mentha_suaveolens,Mentha,Menthinae,Mentheae,Nepetoideae,Lamiaceae,,Lamiales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Menyanthes_trifoliata,Menyanthes,,,,Menyanthaceae,,Asterales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Mercurialis_annua_ssp._ambigua,Mercurialis,,Acalypheae,Acalyphoideae,Euphorbiaceae,,Malpighiales,Magnoliopsida,,,,,,,,,,,,1,Mercurialis,genus
Mercurialis_annua,Mercurialis,,Acalypheae,Acalyphoideae,Euphorbiaceae,,Malpighiales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Mercurialis_elliptica,Mercurialis,,Acalypheae,Acalyphoideae,Euphorbiaceae,,Malpighiales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Mercurialis_huetii,Mercurialis,,Acalypheae,Acalyphoideae,Euphorbiaceae,,Malpighiales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Mercurialis_perennis,Mercurialis,,Acalypheae,Acalyphoideae,Euphorbiaceae,,Malpighiales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Mercurialis_reverchonii,Mercurialis,,Acalypheae,Acalyphoideae,Euphorbiaceae,,Malpighiales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Mercurialis_tomentosa,Mercurialis,,Acalypheae,Acalyphoideae,Euphorbiaceae,,Malpighiales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Colchicum_androcymbioides,Colchicum,,,,Colchicaceae,,Liliales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Colchicum_filifolium,Colchicum,,,,Colchicaceae,,Liliales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Colchicum_montanum,Colchicum,,,,Colchicaceae,,Liliales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Mesembryanthemum_nodiflorum,Mesembryanthemum,,,,Aizoaceae,,Caryophyllales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Meum_athamanticum,Meum,,,Apioideae,Apiaceae,,Apiales,Magnoliopsida,,,,,,,,,,,,1,Apioideae,subfamily
Mibora_minima_ssp._littorea,Mibora,Sesleriinae,Poeae,Pooideae,Poaceae,,Poales,Magnoliopsida,,,,,,,,,,,,1,Mibora,genus
Mibora_minima_ssp._minima,Mibora,Sesleriinae,Poeae,Pooideae,Poaceae,,Poales,Magnoliopsida,,,,,,,,,,,,1,Mibora,genus
Microcnemum_coralloides,Microcnemum,,,Salicornioideae,Chenopodiaceae,,Caryophyllales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Micromeria_filiformis,Micromeria,,Mentheae,Nepetoideae,Lamiaceae,,Lamiales,Magnoliopsida,,,,,,,,,,,,1,Micromeria,genus
Clinopodium_serpyllifolium_ssp._fruticosum,Clinopodium,,Mentheae,Nepetoideae,Lamiaceae,,Lamiales,Magnoliopsida,,,,,,,,,,,,1,Clinopodium,genus
Micromeria_graeca_ssp._graeca,Micromeria,,Mentheae,Nepetoideae,Lamiaceae,,Lamiales,Magnoliopsida,,,,,,,,,,,,1,Micromeria,genus
Micromeria_inodora,Micromeria,,Mentheae,Nepetoideae,Lamiaceae,,Lamiales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Micromeria_nervosa,Micromeria,,Mentheae,Nepetoideae,Lamiaceae,,Lamiales,Magnoliopsida,,,,,,,,,,,,1,Micromeria,genus
Micromeria_rodriguezii,Micromeria,,Mentheae,Nepetoideae,Lamiaceae,,Lamiales,Magnoliopsida,,,,,,,,,,,,1,Micromeria,genus
Micropus_supinus,Micropus,,Gnaphalieae,Asteroideae,Asteraceae,,Asterales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
Micropyropsis_tuberosa,Micropyropsis,,Poeae,Pooideae,Poaceae,,Poales,Magnoliopsida,,,,,,,,,,,,1,Poeae,tribe
Micropyrum_patens,Micropyrum,Loliinae,Poeae,Pooideae,Poaceae,,Poales,Magnoliopsida,,,,,,,,,,,,1,Micropyrum,genus
Micropyrum_tenellum,Micropyrum,Loliinae,Poeae,Pooideae,Poaceae,,Poales,Magnoliopsida,,,,,,,,,,,,1,Tip,Tip
